district_name,N,P,K,temperature,ph,rainfall,label,yield
29,135.0,75.0,100.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,140.0,75.0,100.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,145.0,75.0,100.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,150.0,75.0,100.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,120.0,80.0,80.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,125.0,80.0,80.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,130.0,80.0,80.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,135.0,80.0,80.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,140.0,80.0,80.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,145.0,80.0,80.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,150.0,80.0,80.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,120.0,60.0,90.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,125.0,60.0,90.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,130.0,60.0,90.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,135.0,60.0,90.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,140.0,60.0,90.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,145.0,60.0,90.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,150.0,60.0,90.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,120.0,65.0,95.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,125.0,65.0,95.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,130.0,65.0,95.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,135.0,65.0,95.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,140.0,65.0,95.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,145.0,65.0,95.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,150.0,65.0,95.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,120.0,70.0,100.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,125.0,70.0,100.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,130.0,70.0,100.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,135.0,70.0,100.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,140.0,70.0,100.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,145.0,70.0,100.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,150.0,70.0,100.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,120.0,75.0,80.0,25.0,7.0,800.0,Sugarcane,355.70831993606816
29,125.0,75.0,80.0,25.0,7.0,800.0,Sugarcane,355.70831993606816
29,130.0,75.0,80.0,25.0,7.0,800.0,Sugarcane,355.70831993606816
29,135.0,75.0,80.0,25.0,7.0,800.0,Sugarcane,355.70831993606816
29,140.0,75.0,80.0,25.0,7.0,800.0,Sugarcane,355.70831993606816
29,145.0,75.0,80.0,25.0,7.0,800.0,Sugarcane,355.70831993606816
29,150.0,75.0,80.0,25.0,7.0,800.0,Sugarcane,355.70831993606816
29,120.0,80.0,85.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,125.0,80.0,85.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,130.0,80.0,85.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,135.0,80.0,85.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,140.0,80.0,85.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,145.0,80.0,85.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,150.0,80.0,85.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,120.0,60.0,95.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,125.0,60.0,95.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,130.0,60.0,95.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,135.0,60.0,95.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,140.0,60.0,95.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,145.0,60.0,95.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,150.0,60.0,95.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,120.0,65.0,100.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,125.0,65.0,100.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,130.0,65.0,100.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,135.0,65.0,100.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,140.0,65.0,100.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,145.0,65.0,100.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,150.0,65.0,100.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,120.0,70.0,80.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,125.0,70.0,80.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,130.0,70.0,80.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,135.0,70.0,80.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,140.0,70.0,80.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,145.0,70.0,80.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,150.0,70.0,80.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,120.0,75.0,85.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,125.0,75.0,85.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,130.0,75.0,85.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,135.0,75.0,85.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,140.0,75.0,85.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,145.0,75.0,85.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,150.0,75.0,85.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,120.0,80.0,90.0,25.0,7.0,800.0,Sugarcane,355.70831993606816
29,125.0,80.0,90.0,25.0,7.0,800.0,Sugarcane,355.70831993606816
29,130.0,80.0,90.0,25.0,7.0,800.0,Sugarcane,355.70831993606816
29,135.0,80.0,90.0,25.0,7.0,800.0,Sugarcane,355.70831993606816
29,140.0,80.0,90.0,25.0,7.0,800.0,Sugarcane,355.70831993606816
29,145.0,80.0,90.0,25.0,7.0,800.0,Sugarcane,355.70831993606816
29,150.0,80.0,90.0,25.0,7.0,800.0,Sugarcane,355.70831993606816
29,120.0,60.0,100.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,125.0,60.0,100.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,130.0,60.0,100.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,135.0,60.0,100.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,140.0,60.0,100.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,145.0,60.0,100.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,150.0,60.0,100.0,30.0,6.5,700.0,Sugarcane,355.70831993606816
29,120.0,65.0,80.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,125.0,65.0,80.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,130.0,65.0,80.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,135.0,65.0,80.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,140.0,65.0,80.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,145.0,65.0,80.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,150.0,65.0,80.0,20.0,7.0,800.0,Sugarcane,355.70831993606816
29,120.0,70.0,85.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,125.0,70.0,85.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,130.0,70.0,85.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,135.0,70.0,85.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,140.0,70.0,85.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,145.0,70.0,85.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,150.0,70.0,85.0,25.0,6.5,700.0,Sugarcane,355.70831993606816
29,120.0,75.0,90.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,125.0,75.0,90.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,130.0,75.0,90.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,135.0,75.0,90.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,140.0,75.0,90.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,145.0,75.0,90.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,150.0,75.0,90.0,30.0,7.0,800.0,Sugarcane,355.70831993606816
29,120.0,80.0,95.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,125.0,80.0,95.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,130.0,80.0,95.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,135.0,80.0,95.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,140.0,80.0,95.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,145.0,80.0,95.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,150.0,80.0,95.0,20.0,6.5,700.0,Sugarcane,355.70831993606816
29,30.0,40.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,35.0,40.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,40.0,40.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,30.0,45.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,35.0,45.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,40.0,45.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,30.0,50.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,35.0,50.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,40.0,50.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,30.0,55.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,35.0,55.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,40.0,55.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,30.0,60.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,35.0,60.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,40.0,60.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,30.0,40.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,35.0,40.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,40.0,40.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,30.0,45.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,35.0,45.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,40.0,45.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,30.0,50.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,35.0,50.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,40.0,50.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,30.0,55.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,35.0,55.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,40.0,55.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,30.0,60.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,35.0,60.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,40.0,60.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,30.0,40.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,35.0,40.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,40.0,40.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,30.0,45.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,35.0,45.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,40.0,45.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,30.0,50.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,35.0,50.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,40.0,50.0,20.0,25.0,6.0,600.0,Tur,355.70831993606816
29,30.0,55.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,35.0,55.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,40.0,55.0,25.0,30.0,6.5,700.0,Tur,355.70831993606816
29,30.0,60.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,35.0,60.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,40.0,60.0,30.0,35.0,7.0,800.0,Tur,355.70831993606816
29,25.0,20.0,40.0,20.0,5.5,1500.0,Turmeric,355.70831993606816
29,30.0,20.0,40.0,20.0,5.5,1500.0,Turmeric,355.70831993606816
29,20.0,20.0,40.0,20.0,5.5,1500.0,Turmeric,355.70831993606816
29,30.0,25.0,45.0,25.0,6.0,1600.0,Turmeric,355.70831993606816
29,20.0,25.0,45.0,25.0,6.0,1600.0,Turmeric,355.70831993606816
29,25.0,25.0,45.0,25.0,6.0,1600.0,Turmeric,355.70831993606816
29,20.0,30.0,50.0,30.0,6.5,1700.0,Turmeric,355.70831993606816
29,25.0,30.0,50.0,30.0,6.5,1700.0,Turmeric,355.70831993606816
29,30.0,30.0,50.0,30.0,6.5,1700.0,Turmeric,355.70831993606816
29,25.0,20.0,45.0,20.0,5.5,1500.0,Turmeric,355.70831993606816
29,30.0,20.0,45.0,20.0,5.5,1500.0,Turmeric,355.70831993606816
29,20.0,20.0,45.0,20.0,5.5,1500.0,Turmeric,355.70831993606816
29,30.0,25.0,50.0,25.0,6.0,1600.0,Turmeric,355.70831993606816
29,20.0,25.0,50.0,25.0,6.0,1600.0,Turmeric,355.70831993606816
29,25.0,25.0,50.0,25.0,6.0,1600.0,Turmeric,355.70831993606816
29,20.0,30.0,40.0,30.0,6.5,1700.0,Turmeric,355.70831993606816
29,25.0,30.0,40.0,30.0,6.5,1700.0,Turmeric,355.70831993606816
29,30.0,30.0,40.0,30.0,6.5,1700.0,Turmeric,355.70831993606816
29,25.0,20.0,50.0,20.0,5.5,1500.0,Turmeric,355.70831993606816
29,30.0,20.0,50.0,20.0,5.5,1500.0,Turmeric,355.70831993606816
29,20.0,20.0,50.0,20.0,5.5,1500.0,Turmeric,355.70831993606816
29,30.0,25.0,40.0,25.0,6.0,1600.0,Turmeric,355.70831993606816
29,20.0,25.0,40.0,25.0,6.0,1600.0,Turmeric,355.70831993606816
29,25.0,25.0,40.0,25.0,6.0,1600.0,Turmeric,355.70831993606816
29,20.0,30.0,45.0,30.0,6.5,1700.0,Turmeric,355.70831993606816
29,25.0,30.0,45.0,30.0,6.5,1700.0,Turmeric,355.70831993606816
29,30.0,30.0,45.0,30.0,6.5,1700.0,Turmeric,355.70831993606816
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WATERMELON,0.19
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WATERMELON,0.27
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WATERMELON,31.82
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WATERMELON,29.41
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WATERMELON,0.33
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WATERMELON,0.3
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WATERMELON,14.81
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WATERMELON,36.99
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WATERMELON,0.26
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WATERMELON,33.33
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WATERMELON,26.32
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WATERMELON,0.36
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WATERMELON,32.73
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WATERMELON,0.29
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,0.45
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,1.08
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,97.78
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,115.0
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,113.33
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,108.6
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,1.09
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,87.5
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,136.67
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,1.37
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,82.42
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,0.72
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,1.15
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,105.88
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,WHEAT,95.45
29,100.0,40.0,40.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,105.0,40.0,40.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,110.0,40.0,40.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,115.0,40.0,40.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,120.0,40.0,40.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,100.0,45.0,45.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,105.0,45.0,45.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,110.0,45.0,45.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,115.0,45.0,45.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,120.0,45.0,45.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,100.0,50.0,50.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,105.0,50.0,50.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,110.0,50.0,50.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,115.0,50.0,50.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,120.0,50.0,50.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,100.0,55.0,55.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,105.0,55.0,55.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,110.0,55.0,55.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,115.0,55.0,55.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,120.0,55.0,55.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,100.0,60.0,60.0,20.0,6.0,800.0,Wheat,355.70831993606816
29,105.0,60.0,60.0,20.0,6.0,800.0,Wheat,355.70831993606816
29,110.0,60.0,60.0,20.0,6.0,800.0,Wheat,355.70831993606816
29,115.0,60.0,60.0,20.0,6.0,800.0,Wheat,355.70831993606816
29,120.0,60.0,60.0,20.0,6.0,800.0,Wheat,355.70831993606816
29,100.0,40.0,45.0,25.0,6.5,900.0,Wheat,355.70831993606816
29,105.0,40.0,45.0,25.0,6.5,900.0,Wheat,355.70831993606816
29,110.0,40.0,45.0,25.0,6.5,900.0,Wheat,355.70831993606816
29,115.0,40.0,45.0,25.0,6.5,900.0,Wheat,355.70831993606816
29,120.0,40.0,45.0,25.0,6.5,900.0,Wheat,355.70831993606816
29,100.0,45.0,50.0,15.0,7.0,800.0,Wheat,355.70831993606816
29,105.0,45.0,50.0,15.0,7.0,800.0,Wheat,355.70831993606816
29,110.0,45.0,50.0,15.0,7.0,800.0,Wheat,355.70831993606816
29,115.0,45.0,50.0,15.0,7.0,800.0,Wheat,355.70831993606816
29,120.0,45.0,50.0,15.0,7.0,800.0,Wheat,355.70831993606816
29,100.0,50.0,55.0,20.0,7.5,900.0,Wheat,355.70831993606816
29,105.0,50.0,55.0,20.0,7.5,900.0,Wheat,355.70831993606816
29,110.0,50.0,55.0,20.0,7.5,900.0,Wheat,355.70831993606816
29,115.0,50.0,55.0,20.0,7.5,900.0,Wheat,355.70831993606816
29,120.0,50.0,55.0,20.0,7.5,900.0,Wheat,355.70831993606816
29,100.0,55.0,60.0,25.0,6.0,800.0,Wheat,355.70831993606816
29,105.0,55.0,60.0,25.0,6.0,800.0,Wheat,355.70831993606816
29,110.0,55.0,60.0,25.0,6.0,800.0,Wheat,355.70831993606816
29,115.0,55.0,60.0,25.0,6.0,800.0,Wheat,355.70831993606816
29,120.0,55.0,60.0,25.0,6.0,800.0,Wheat,355.70831993606816
29,100.0,60.0,40.0,15.0,6.5,900.0,Wheat,355.70831993606816
29,105.0,60.0,40.0,15.0,6.5,900.0,Wheat,355.70831993606816
29,110.0,60.0,40.0,15.0,6.5,900.0,Wheat,355.70831993606816
29,115.0,60.0,40.0,15.0,6.5,900.0,Wheat,355.70831993606816
29,120.0,60.0,40.0,15.0,6.5,900.0,Wheat,355.70831993606816
29,100.0,40.0,50.0,15.0,7.0,800.0,Wheat,355.70831993606816
29,105.0,40.0,50.0,15.0,7.0,800.0,Wheat,355.70831993606816
29,110.0,40.0,50.0,15.0,7.0,800.0,Wheat,355.70831993606816
29,115.0,40.0,50.0,15.0,7.0,800.0,Wheat,355.70831993606816
29,120.0,40.0,50.0,15.0,7.0,800.0,Wheat,355.70831993606816
29,100.0,45.0,55.0,20.0,7.5,900.0,Wheat,355.70831993606816
29,105.0,45.0,55.0,20.0,7.5,900.0,Wheat,355.70831993606816
29,110.0,45.0,55.0,20.0,7.5,900.0,Wheat,355.70831993606816
29,115.0,45.0,55.0,20.0,7.5,900.0,Wheat,355.70831993606816
29,120.0,45.0,55.0,20.0,7.5,900.0,Wheat,355.70831993606816
29,100.0,50.0,60.0,25.0,6.0,800.0,Wheat,355.70831993606816
29,105.0,50.0,60.0,25.0,6.0,800.0,Wheat,355.70831993606816
29,110.0,50.0,60.0,25.0,6.0,800.0,Wheat,355.70831993606816
29,115.0,50.0,60.0,25.0,6.0,800.0,Wheat,355.70831993606816
29,120.0,50.0,60.0,25.0,6.0,800.0,Wheat,355.70831993606816
29,100.0,55.0,40.0,15.0,6.5,900.0,Wheat,355.70831993606816
29,105.0,55.0,40.0,15.0,6.5,900.0,Wheat,355.70831993606816
29,110.0,55.0,40.0,15.0,6.5,900.0,Wheat,355.70831993606816
29,115.0,55.0,40.0,15.0,6.5,900.0,Wheat,355.70831993606816
29,120.0,55.0,40.0,15.0,6.5,900.0,Wheat,355.70831993606816
29,100.0,60.0,45.0,20.0,7.0,800.0,Wheat,355.70831993606816
29,105.0,60.0,45.0,20.0,7.0,800.0,Wheat,355.70831993606816
29,110.0,60.0,45.0,20.0,7.0,800.0,Wheat,355.70831993606816
29,115.0,60.0,45.0,20.0,7.0,800.0,Wheat,355.70831993606816
29,120.0,60.0,45.0,20.0,7.0,800.0,Wheat,355.70831993606816
29,100.0,40.0,55.0,25.0,7.5,900.0,Wheat,355.70831993606816
29,105.0,40.0,55.0,25.0,7.5,900.0,Wheat,355.70831993606816
29,110.0,40.0,55.0,25.0,7.5,900.0,Wheat,355.70831993606816
29,115.0,40.0,55.0,25.0,7.5,900.0,Wheat,355.70831993606816
29,120.0,40.0,55.0,25.0,7.5,900.0,Wheat,355.70831993606816
29,100.0,45.0,60.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,105.0,45.0,60.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,110.0,45.0,60.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,115.0,45.0,60.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,120.0,45.0,60.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,100.0,50.0,40.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,105.0,50.0,40.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,110.0,50.0,40.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,115.0,50.0,40.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,120.0,50.0,40.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,100.0,55.0,45.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,105.0,55.0,45.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,110.0,55.0,45.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,115.0,55.0,45.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,120.0,55.0,45.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,100.0,60.0,50.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,105.0,60.0,50.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,110.0,60.0,50.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,115.0,60.0,50.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,120.0,60.0,50.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,100.0,40.0,60.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,105.0,40.0,60.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,110.0,40.0,60.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,115.0,40.0,60.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,120.0,40.0,60.0,15.0,6.0,800.0,Wheat,355.70831993606816
29,100.0,45.0,40.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,105.0,45.0,40.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,110.0,45.0,40.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,115.0,45.0,40.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,120.0,45.0,40.0,20.0,6.5,900.0,Wheat,355.70831993606816
29,100.0,50.0,45.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,105.0,50.0,45.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,110.0,50.0,45.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,115.0,50.0,45.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,120.0,50.0,45.0,25.0,7.0,800.0,Wheat,355.70831993606816
29,100.0,55.0,50.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,105.0,55.0,50.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,110.0,55.0,50.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,115.0,55.0,50.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,120.0,55.0,50.0,15.0,7.5,900.0,Wheat,355.70831993606816
29,100.0,60.0,55.0,20.0,6.0,800.0,Wheat,355.70831993606816
29,105.0,60.0,55.0,20.0,6.0,800.0,Wheat,355.70831993606816
29,110.0,60.0,55.0,20.0,6.0,800.0,Wheat,355.70831993606816
29,115.0,60.0,55.0,20.0,6.0,800.0,Wheat,355.70831993606816
29,120.0,60.0,55.0,20.0,6.0,800.0,Wheat,355.70831993606816
32,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.42
32,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.47
32,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.49
32,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.44
32,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,214.53
32,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,310.53
32,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,253.93
32,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,289.47
